Дата,Хозяева(Х),Гости(Г),ГолыХ,ГолыГ,Результат,УдарыХ,УдарыГ,Удары по воротам Х,Удары по воротам Г,ФолыХ,ФолыГ,УгловыеХ,УгловыеГ,ЖКХ,ЖКГ,ККХ,ККГ,Победитель,Проигравший
Сезон 17/18,Villarreal,Sociedad,4,2,H,11,24,7,6,16,6,2,9,1,1,0,0,Villarreal,Sociedad
Сезон 17/18,Barcelona,Alaves,2,1,H,18,7,12,4,6,18,8,1,0,2,0,0,Barcelona,Alaves
Сезон 17/18,Leganes,Espanol,3,2,H,11,12,6,4,20,19,1,7,2,4,0,0,Leganes,Espanol
Сезон 17/18,Sevilla,Getafe,1,1,D,15,7,1,2,12,15,3,4,3,3,0,0,Ничья,Ничья
Сезон 17/18,Celta,Betis,3,2,H,13,7,5,3,13,8,7,2,1,5,0,0,Celta,Betis
Сезон 17/18,Alaves,Celta,2,1,H,9,16,3,4,13,11,2,1,3,2,0,0,Alaves,Celta
Сезон 17/18,Betis,Villarreal,2,1,H,13,12,4,3,11,12,2,6,1,2,0,1,Betis,Villarreal
Сезон 17/18,Eibar,Sevilla,5,1,H,17,11,7,3,11,20,5,3,0,3,0,0,Eibar,Sevilla
Сезон 17/18,Levante,Real Madrid,2,2,D,12,23,4,9,14,7,4,6,3,3,0,0,Ничья,Ничья
Сезон 17/18,Ath Madrid,Valencia,1,0,H,14,9,4,0,18,4,9,1,1,1,0,0,Ath Madrid,Valencia
Сезон 17/18,Espanol,Barcelona,1,1,D,7,12,2,2,15,12,0,7,5,3,0,0,Ничья,Ничья
Сезон 17/18,Getafe,Leganes,0,0,D,11,2,1,1,17,20,5,2,2,6,0,0,Ничья,Ничья
Сезон 17/18,Leganes,Eibar,0,1,A,2,19,0,6,14,6,1,10,4,2,1,0,Eibar,Leganes
Сезон 17/18,Real Madrid,Sociedad,5,2,H,18,8,9,3,11,10,5,3,2,1,0,0,Real Madrid,Sociedad
Сезон 17/18,Villarreal,Alaves,1,2,A,27,5,6,4,15,15,13,2,4,4,0,0,Alaves,Villarreal
Сезон 17/18,Barcelona,Getafe,0,0,D,12,10,6,1,7,13,9,3,2,3,0,0,Ничья,Ничья
Сезон 17/18,Celta,Espanol,2,2,D,18,3,7,2,9,16,9,1,3,4,0,0,Ничья,Ничья
Сезон 17/18,Valencia,Levante,3,1,H,18,5,8,1,10,19,7,9,3,4,0,0,Valencia,Levante
Сезон 17/18,Eibar,Barcelona,0,2,A,13,10,3,6,13,6,6,0,3,1,1,0,Barcelona,Eibar
Сезон 17/18,Ath Madrid,Ath Bilbao,2,0,H,14,4,4,0,6,12,5,2,3,2,0,0,Ath Madrid,Ath Bilbao
Сезон 17/18,Betis,Real Madrid,3,5,A,20,12,5,9,7,15,7,5,3,5,0,0,Real Madrid,Betis
Сезон 17/18,Espanol,Villarreal,1,1,D,15,8,3,3,7,19,2,5,1,7,0,0,Ничья,Ничья
Сезон 17/18,Sociedad,Levante,3,0,H,13,9,3,1,12,13,2,4,0,2,0,0,Sociedad,Levante
Сезон 17/18,Getafe,Celta,3,0,H,9,4,5,1,21,15,5,5,4,3,0,0,Getafe,Celta
Сезон 17/18,Leganes,Real Madrid,1,3,A,7,13,3,7,18,7,6,5,3,1,0,0,Real Madrid,Leganes
Сезон 17/18,Celta,Eibar,2,0,H,8,15,3,2,11,16,3,9,2,3,0,0,Celta,Eibar
Сезон 17/18,Real Madrid,Alaves,4,0,H,25,11,10,5,9,14,9,5,1,2,0,0,Real Madrid,Alaves
Сезон 17/18,Sevilla,Ath Madrid,2,5,A,10,13,5,8,10,24,5,4,3,3,0,0,Ath Madrid,Sevilla
Сезон 17/18,Valencia,Sociedad,2,1,H,7,9,4,3,12,9,4,4,2,3,0,0,Valencia,Sociedad
Сезон 17/18,Villarreal,Getafe,1,0,H,10,3,4,2,14,21,2,8,5,3,0,0,Villarreal,Getafe
Сезон 17/18,Levante,Betis,0,2,A,12,15,2,6,17,8,5,5,5,2,0,0,Betis,Levante
Сезон 17/18,Espanol,Real Madrid,1,0,H,16,12,7,5,15,10,3,8,1,1,0,0,Espanol,Real Madrid
Сезон 17/18,Ath Bilbao,Valencia,1,1,D,11,6,4,4,16,16,6,1,1,2,0,0,Ничья,Ничья
Сезон 17/18,Ath Madrid,Leganes,4,0,H,15,9,8,3,10,10,5,1,1,3,0,0,Ath Madrid,Leganes
Сезон 17/18,Eibar,Villarreal,1,0,H,13,11,1,3,18,8,6,4,4,2,0,0,Eibar,Villarreal
Сезон 17/18,Alaves,Levante,1,0,H,15,6,5,1,14,17,5,3,4,4,1,1,Alaves,Levante
Сезон 17/18,Betis,Sociedad,0,0,D,8,13,4,5,11,7,4,10,2,0,0,0,Ничья,Ничья
Сезон 17/18,Real Madrid,Getafe,3,1,H,14,4,6,4,13,18,8,0,1,3,0,1,Real Madrid,Getafe
Сезон 17/18,Sevilla,Ath Bilbao,2,0,H,18,10,8,3,14,13,8,4,2,3,0,0,Sevilla,Ath Bilbao
Сезон 17/18,Barcelona,Ath Madrid,1,0,H,16,6,5,1,16,20,12,1,2,2,0,0,Barcelona,Ath Madrid
Сезон 17/18,Levante,Espanol,1,1,D,13,15,4,3,14,13,2,1,0,3,0,0,Ничья,Ничья
Сезон 17/18,Sociedad,Alaves,2,1,H,14,3,5,1,10,13,8,4,0,1,0,0,Sociedad,Alaves
Сезон 17/18,Valencia,Betis,2,0,H,12,9,6,4,14,11,7,0,1,4,0,0,Valencia,Betis
Сезон 17/18,Eibar,Real Madrid,1,2,A,12,12,3,6,12,7,8,6,1,1,0,0,Real Madrid,Eibar
Сезон 17/18,Getafe,Levante,0,1,A,11,12,4,4,14,16,4,7,5,7,0,1,Levante,Getafe
Сезон 17/18,Sevilla,Valencia,0,2,A,21,10,5,5,15,15,7,3,4,2,0,0,Valencia,Sevilla
Сезон 17/18,Ath Bilbao,Leganes,2,0,H,13,12,5,1,12,14,3,6,2,5,0,0,Ath Bilbao,Leganes
Сезон 17/18,Ath Madrid,Celta,3,0,H,7,8,3,2,14,10,6,4,1,2,0,0,Ath Madrid,Celta
Сезон 17/18,Espanol,Sociedad,2,1,H,18,11,7,5,18,14,6,4,0,2,0,0,Espanol,Sociedad
Сезон 17/18,Alaves,Betis,1,3,A,9,10,1,4,18,17,6,2,2,3,0,0,Betis,Alaves
Сезон 17/18,Levante,Eibar,2,1,H,6,13,3,4,11,11,4,5,4,3,0,0,Levante,Eibar
Сезон 17/18,Betis,Espanol,3,0,H,9,4,4,1,15,11,3,5,1,3,0,0,Betis,Espanol
Сезон 17/18,Sociedad,Getafe,1,2,A,8,9,2,5,13,21,7,1,3,7,0,0,Getafe,Sociedad
Сезон 17/18,Valencia,Alaves,3,1,H,24,16,10,4,8,14,9,2,1,1,0,0,Valencia,Alaves
Сезон 17/18,Barcelona,Ath Bilbao,2,0,H,18,10,9,3,7,14,6,5,2,2,0,0,Barcelona,Ath Bilbao
Сезон 17/18,Leganes,Sevilla,2,1,H,12,10,6,4,13,11,5,4,2,4,0,1,Leganes,Sevilla
Сезон 17/18,Villarreal,Ath Madrid,2,1,H,17,8,5,2,13,16,5,4,5,3,0,1,Villarreal,Ath Madrid
Сезон 17/18,Ath Bilbao,Celta,1,1,D,11,13,2,3,10,10,4,5,3,1,0,0,Ничья,Ничья
Сезон 17/18,Sevilla,Barcelona,2,2,D,21,20,6,9,11,7,5,9,2,0,0,0,Ничья,Ничья
Сезон 17/18,Eibar,Sociedad,0,0,D,15,7,3,0,14,10,8,1,4,2,0,0,Ничья,Ничья
Сезон 17/18,Espanol,Alaves,0,0,D,12,13,3,4,18,12,6,5,3,2,0,0,Ничья,Ничья
Сезон 17/18,Leganes,Valencia,0,1,A,8,3,1,1,14,17,5,2,3,4,0,0,Valencia,Leganes
Сезон 17/18,Getafe,Betis,0,1,A,8,7,4,4,21,9,4,0,4,2,0,0,Betis,Getafe
Сезон 17/18,Alaves,Getafe,2,0,H,11,5,2,1,17,22,1,3,2,3,0,0,Alaves,Getafe
Сезон 17/18,Barcelona,Leganes,3,1,H,12,11,6,1,14,12,5,3,2,4,0,0,Barcelona,Leganes
Сезон 17/18,Betis,Eibar,2,0,H,13,5,4,2,10,11,7,8,2,2,0,0,Betis,Eibar
Сезон 17/18,Celta,Sevilla,4,0,H,12,16,6,6,8,12,3,10,1,2,0,0,Celta,Sevilla
Сезон 17/18,Real Madrid,Ath Madrid,1,1,D,30,9,8,5,12,17,11,2,2,3,0,0,Ничья,Ничья
Сезон 17/18,Valencia,Espanol,1,0,H,14,21,6,6,17,10,4,3,3,2,0,0,Valencia,Espanol
Сезон 17/18,Villarreal,Ath Bilbao,1,3,A,7,17,2,13,17,11,3,6,5,5,1,0,Ath Bilbao,Villarreal
Сезон 17/18,Barcelona,Valencia,2,1,H,12,17,7,6,9,11,6,5,2,2,0,0,Barcelona,Valencia
Сезон 17/18,Leganes,Celta,1,0,H,19,5,7,2,22,17,8,3,3,3,0,0,Leganes,Celta
Сезон 17/18,Sevilla,Villarreal,2,2,D,18,7,4,4,11,23,10,2,5,3,1,1,Ничья,Ничья
Сезон 17/18,Ath Madrid,Levante,3,0,H,13,11,5,3,9,13,8,3,2,1,0,0,Ath Madrid,Levante
Сезон 17/18,Eibar,Alaves,0,1,A,21,2,4,1,11,18,12,1,2,1,0,0,Alaves,Eibar
Сезон 17/18,Getafe,Espanol,1,0,H,13,5,4,0,19,13,4,3,6,2,1,0,Getafe,Espanol
Сезон 17/18,Celta,Barcelona,2,2,D,18,14,8,6,9,7,6,4,3,0,0,1,Ничья,Ничья
Сезон 17/18,Villarreal,Leganes,2,1,H,17,6,6,1,14,14,10,4,1,1,0,0,Villarreal,Leganes
Сезон 17/18,Espanol,Eibar,0,1,A,10,5,4,1,17,17,3,6,3,2,0,0,Eibar,Espanol
Сезон 17/18,Real Madrid,Ath Bilbao,1,1,D,29,6,10,2,6,19,16,2,2,4,0,0,Ничья,Ничья
Сезон 17/18,Valencia,Getafe,1,2,A,10,8,3,3,10,14,7,5,1,7,1,0,Getafe,Valencia
Сезон 17/18,Sociedad,Ath Madrid,3,0,H,12,9,4,2,13,13,6,6,1,0,0,0,Sociedad,Ath Madrid
Сезон 17/18,Celta,Valencia,1,1,D,10,17,3,7,14,19,4,3,1,2,0,0,Ничья,Ничья
Сезон 17/18,Eibar,Getafe,0,1,A,12,7,2,4,15,16,8,3,4,1,0,0,Getafe,Eibar
Сезон 17/18,Ath Madrid,Betis,0,0,D,10,10,2,4,17,14,8,3,2,5,0,0,Ничья,Ничья
Сезон 17/18,Ath Bilbao,Levante,1,3,A,18,11,5,7,13,14,2,9,3,3,0,0,Levante,Ath Bilbao
Сезон 17/18,Levante,Sevilla,2,1,H,15,22,5,4,4,15,4,8,1,1,0,0,Levante,Sevilla
Сезон 17/18,Real Madrid,Leganes,2,1,H,12,16,5,6,16,15,3,2,0,1,0,1,Real Madrid,Leganes
Сезон 17/18,Sociedad,Ath Bilbao,3,1,H,17,9,4,3,16,16,3,7,3,6,1,0,Sociedad,Ath Bilbao
Сезон 17/18,Villarreal,Celta,4,1,H,13,15,7,4,14,8,5,7,2,0,0,0,Villarreal,Celta
Сезон 17/18,Alaves,Ath Madrid,0,1,A,7,14,3,6,14,12,3,4,4,6,0,1,Ath Madrid,Alaves
Сезон 17/18,Valencia,Eibar,0,0,D,16,8,5,2,12,19,8,2,2,3,0,0,Ничья,Ничья
Сезон 17/18,Sevilla,Sociedad,1,0,H,16,11,6,1,17,13,6,4,4,2,0,0,Sevilla,Sociedad
Сезон 17/18,Ath Bilbao,Betis,2,0,H,14,6,5,3,13,12,4,5,0,2,0,0,Ath Bilbao,Betis
Сезон 17/18,Villarreal,Valencia,1,0,H,13,6,5,2,18,18,7,3,5,3,0,0,Villarreal,Valencia
Сезон 17/18,Ath Madrid,Espanol,0,2,A,9,14,3,6,9,13,6,3,1,3,0,0,Espanol,Ath Madrid
Сезон 17/18,Barcelona,Real Madrid,2,2,D,11,17,4,5,8,20,6,5,3,5,1,0,Ничья,Ничья
Сезон 17/18,Leganes,Levante,0,3,A,13,10,2,3,15,11,6,5,5,1,1,0,Levante,Leganes
Сезон 17/18,Barcelona,Villarreal,5,1,H,12,20,6,7,6,15,4,4,0,3,0,0,Barcelona,Villarreal
Сезон 17/18,Sevilla,Real Madrid,3,2,H,14,14,6,4,21,9,2,3,3,1,0,0,Sevilla,Real Madrid
Сезон 17/18,Alaves,Ath Bilbao,3,1,H,4,13,3,4,15,13,0,8,2,5,0,0,Alaves,Ath Bilbao
Сезон 17/18,Betis,Sevilla,2,2,D,9,13,5,5,10,19,4,5,1,4,0,0,Ничья,Ничья
Сезон 17/18,Getafe,Ath Madrid,0,1,A,11,5,4,3,13,17,8,2,3,2,0,0,Ath Madrid,Getafe
Сезон 17/18,Real Madrid,Celta,6,0,H,15,5,10,1,5,10,4,2,0,1,0,0,Real Madrid,Celta
Сезон 17/18,Sociedad,Leganes,3,2,H,11,9,6,3,8,12,5,1,1,2,0,0,Sociedad,Leganes
Сезон 17/18,Levante,Barcelona,5,4,H,12,18,7,7,18,12,3,8,6,6,0,0,Levante,Barcelona
Сезон 17/18,Celta,Levante,4,2,H,20,7,9,3,9,15,5,3,1,3,0,1,Celta,Levante
Сезон 17/18,Leganes,Betis,3,2,H,8,16,3,8,9,9,6,4,2,0,1,0,Leganes,Betis
Сезон 17/18,Sevilla,Alaves,1,0,H,20,10,8,4,15,12,8,3,2,2,0,0,Sevilla,Alaves
Сезон 17/18,Villarreal,Real Madrid,2,2,D,14,15,5,7,13,10,4,5,4,3,0,0,Ничья,Ничья
Сезон 17/18,Ath Bilbao,Espanol,0,1,A,12,11,3,4,4,11,7,7,0,1,0,0,Espanol,Ath Bilbao
Сезон 17/18,Ath Madrid,Eibar,2,2,D,8,14,4,3,14,14,2,2,6,2,1,0,Ничья,Ничья
Сезон 17/18,Barcelona,Sociedad,1,0,H,12,13,4,2,13,13,3,8,3,2,0,0,Barcelona,Sociedad
Сезон 18/19,Betis,Levante,0,3,A,22,6,8,4,10,10,5,3,0,2,0,0,Levante,Betis
Сезон 18/19,Barcelona,Alaves,3,0,H,25,3,9,0,6,13,7,1,0,2,0,0,Barcelona,Alaves
Сезон 18/19,Celta,Espanol,1,1,D,12,14,2,5,13,14,8,7,3,2,0,0,Ничья,Ничья
Сезон 18/19,Villarreal,Sociedad,1,2,A,16,8,7,4,16,10,4,6,2,3,0,0,Sociedad,Villarreal
Сезон 18/19,Real Madrid,Getafe,2,0,H,10,4,3,1,11,27,3,0,1,7,0,0,Real Madrid,Getafe
Сезон 18/19,Ath Bilbao,Leganes,2,1,H,17,12,5,2,12,13,6,2,4,5,0,0,Ath Bilbao,Leganes
Сезон 18/19,Valencia,Ath Madrid,1,1,D,13,9,4,3,10,15,4,10,2,3,0,0,Ничья,Ничья
Сезон 18/19,Getafe,Eibar,2,0,H,7,9,4,0,14,11,5,5,2,1,0,0,Getafe,Eibar
Сезон 18/19,Leganes,Sociedad,2,2,D,18,7,5,6,12,9,5,0,1,2,0,0,Ничья,Ничья
Сезон 18/19,Alaves,Betis,0,0,D,16,13,4,5,17,15,5,6,3,1,0,0,Ничья,Ничья
Сезон 18/19,Valladolid,Barcelona,0,1,A,7,10,4,5,13,11,6,10,1,1,0,0,Barcelona,Valladolid
Сезон 18/19,Espanol,Valencia,2,0,H,19,16,9,4,16,12,6,10,1,1,0,0,Espanol,Valencia
Сезон 18/19,Sevilla,Villarreal,0,0,D,19,14,2,6,13,14,4,5,3,2,0,0,Ничья,Ничья
Сезон 18/19,Levante,Celta,1,2,A,15,21,6,9,14,8,7,7,2,3,0,0,Celta,Levante
Сезон 18/19,Eibar,Sociedad,2,1,H,8,7,2,2,18,15,4,2,3,2,0,0,Eibar,Sociedad
Сезон 18/19,Getafe,Valladolid,0,0,D,12,7,3,4,22,14,6,7,3,1,0,0,Ничья,Ничья
Сезон 18/19,Celta,Ath Madrid,2,0,H,10,9,4,0,12,14,2,8,4,5,0,1,Celta,Ath Madrid
Сезон 18/19,Real Madrid,Leganes,4,1,H,17,8,8,3,11,11,8,1,1,1,0,0,Real Madrid,Leganes
Сезон 18/19,Alaves,Espanol,2,1,H,8,11,5,7,19,13,0,12,4,3,0,0,Alaves,Espanol
Сезон 18/19,Betis,Sevilla,1,0,H,11,8,3,2,15,17,5,8,3,6,0,1,Betis,Sevilla
Сезон 18/19,Levante,Valencia,2,2,D,13,18,4,5,14,10,3,5,4,2,1,0,Ничья,Ничья
Сезон 18/19,Ath Bilbao,Real Madrid,1,1,D,11,16,3,6,18,6,1,2,6,2,0,0,Ничья,Ничья
Сезон 18/19,Ath Madrid,Eibar,1,1,D,18,12,9,3,5,21,14,3,2,2,0,0,Ничья,Ничья
Сезон 18/19,Sociedad,Barcelona,1,2,A,8,12,5,6,18,8,1,6,1,1,0,0,Barcelona,Sociedad
Сезон 18/19,Valencia,Betis,0,0,D,12,11,2,6,22,9,5,4,6,3,0,0,Ничья,Ничья
Сезон 18/19,Espanol,Levante,1,0,H,22,16,9,4,17,13,5,4,1,2,0,0,Espanol,Levante
Сезон 18/19,Leganes,Villarreal,0,1,A,16,9,3,3,16,9,6,1,4,3,0,0,Villarreal,Leganes
Сезон 18/19,Sevilla,Getafe,0,2,A,15,10,1,5,10,22,7,1,3,6,0,0,Getafe,Sevilla
Сезон 18/19,Valladolid,Alaves,0,1,A,15,10,5,4,9,12,7,2,3,2,0,0,Alaves,Valladolid
Сезон 18/19,Celta,Valladolid,3,3,D,12,14,5,4,9,11,7,8,2,2,0,0,Ничья,Ничья
Сезон 18/19,Eibar,Leganes,1,0,H,14,4,3,2,16,17,5,2,1,1,0,0,Eibar,Leganes
Сезон 18/19,Getafe,Ath Madrid,0,2,A,11,7,2,4,12,15,1,5,1,2,1,0,Ath Madrid,Getafe
Сезон 18/19,Real Madrid,Espanol,1,0,H,19,10,5,3,5,16,8,3,2,2,0,0,Real Madrid,Espanol
Сезон 18/19,Betis,Ath Bilbao,2,2,D,15,7,3,4,13,20,6,1,2,7,0,1,Ничья,Ничья
Сезон 18/19,Levante,Sevilla,2,6,A,19,20,10,9,5,18,8,4,1,1,0,0,Sevilla,Levante
Сезон 18/19,Villarreal,Valencia,0,0,D,11,12,1,2,12,12,8,6,4,1,0,1,Ничья,Ничья
Сезон 18/19,Espanol,Eibar,1,0,H,9,8,5,1,8,8,4,3,2,2,0,0,Espanol,Eibar
Сезон 18/19,Ath Bilbao,Villarreal,0,3,A,12,19,2,6,3,14,6,4,1,1,0,0,Villarreal,Ath Bilbao
Сезон 18/19,Leganes,Barcelona,2,1,H,10,9,6,5,15,11,4,5,4,2,0,0,Leganes,Barcelona
Сезон 18/19,Sevilla,Real Madrid,3,0,H,16,21,7,3,16,12,5,6,3,4,0,0,Sevilla,Real Madrid
Сезон 18/19,Valencia,Celta,1,1,D,14,9,5,3,18,7,0,2,1,3,0,0,Ничья,Ничья
Сезон 18/19,Alaves,Getafe,1,1,D,15,13,2,5,8,22,5,7,4,2,0,0,Ничья,Ничья
Сезон 18/19,Valladolid,Levante,2,1,H,20,9,6,4,17,10,8,6,1,4,0,1,Valladolid,Levante
Сезон 18/19,Barcelona,Ath Bilbao,1,1,D,20,8,8,2,9,18,4,3,3,3,0,0,Ничья,Ничья
Сезон 18/19,Eibar,Sevilla,1,3,A,15,7,2,5,16,9,6,3,2,3,0,0,Sevilla,Eibar
Сезон 18/19,Real Madrid,Ath Madrid,0,0,D,15,8,6,3,7,17,8,6,3,4,0,0,Ничья,Ничья
Сезон 18/19,Sociedad,Valencia,0,1,A,10,9,5,2,13,18,3,0,3,5,0,0,Valencia,Sociedad
Сезон 18/19,Betis,Leganes,1,0,H,17,11,4,5,7,10,7,1,0,4,0,0,Betis,Leganes
Сезон 18/19,Levante,Alaves,2,1,H,14,14,4,2,22,19,9,4,7,1,0,0,Levante,Alaves
Сезон 18/19,Villarreal,Valladolid,0,1,A,27,9,7,3,17,12,7,2,3,3,0,0,Valladolid,Villarreal
Сезон 18/19,Celta,Getafe,1,1,D,8,12,2,4,13,15,3,9,2,2,0,0,Ничья,Ничья
Сезон 18/19,Ath Bilbao,Sociedad,1,3,A,13,6,5,3,15,19,11,0,6,5,0,0,Sociedad,Ath Bilbao
Сезон 18/19,Alaves,Real Madrid,1,0,H,8,13,4,6,20,10,4,3,1,0,0,0,Alaves,Real Madrid
Сезон 18/19,Getafe,Levante,0,1,A,15,12,4,3,17,18,10,2,4,5,1,0,Levante,Getafe
Сезон 18/19,Ath Madrid,Betis,1,0,H,13,5,5,0,16,10,6,4,5,3,0,0,Ath Madrid,Betis
Сезон 18/19,Espanol,Villarreal,3,1,H,28,13,12,6,13,8,10,3,3,2,0,0,Espanol,Villarreal
Сезон 18/19,Sevilla,Celta,2,1,H,12,13,3,5,14,9,8,8,3,4,0,1,Sevilla,Celta
Сезон 18/19,Valencia,Barcelona,1,1,D,10,10,3,5,11,6,5,2,2,2,0,0,Ничья,Ничья
Сезон 18/19,Celta,Alaves,0,1,A,19,9,9,2,9,12,6,2,2,3,0,0,Alaves,Celta
Сезон 18/19,Barcelona,Sevilla,4,2,H,23,19,9,7,10,16,5,7,0,1,0,0,Barcelona,Sevilla
Сезон 18/19,Real Madrid,Levante,1,2,A,34,6,12,2,10,19,15,1,1,2,0,0,Levante,Real Madrid
Сезон 18/19,Valencia,Leganes,1,1,D,18,7,4,5,9,13,10,1,1,2,0,0,Ничья,Ничья
Сезон 18/19,Villarreal,Ath Madrid,1,1,D,18,15,6,4,16,9,8,7,3,1,0,0,Ничья,Ничья
Сезон 18/19,Betis,Valladolid,0,1,A,20,6,4,2,7,10,9,6,0,4,0,0,Valladolid,Betis
Сезон 18/19,Eibar,Ath Bilbao,1,1,D,18,6,6,3,7,13,8,2,2,3,0,0,Ничья,Ничья
Сезон 18/19,Valladolid,Espanol,1,1,D,15,11,2,4,16,16,5,2,4,2,0,0,Ничья,Ничья
Сезон 18/19,Ath Bilbao,Valencia,0,0,D,13,11,2,3,25,22,5,2,2,5,0,0,Ничья,Ничья
Сезон 18/19,Ath Madrid,Sociedad,2,0,H,14,7,4,0,10,7,10,1,2,1,0,0,Ath Madrid,Sociedad
Сезон 18/19,Celta,Eibar,4,0,H,10,17,6,5,9,8,2,8,0,0,0,0,Celta,Eibar
Сезон 18/19,Levante,Leganes,2,0,H,9,21,4,6,12,14,3,2,2,2,0,0,Levante,Leganes
Сезон 18/19,Alaves,Villarreal,2,1,H,19,9,6,2,9,11,8,4,1,1,0,0,Alaves,Villarreal
Сезон 18/19,Barcelona,Real Madrid,5,1,H,13,15,8,4,17,14,4,2,2,2,0,0,Barcelona,Real Madrid
Сезон 18/19,Getafe,Betis,2,0,H,16,7,7,3,9,14,5,4,1,2,0,0,Getafe,Betis
Сезон 18/19,Leganes,Ath Madrid,1,1,D,8,9,3,4,18,12,4,7,4,2,0,0,Ничья,Ничья
Сезон 18/19,Real Madrid,Valladolid,2,0,H,16,12,7,2,14,7,8,6,1,0,0,0,Real Madrid,Valladolid
Сезон 18/19,Betis,Celta,3,3,D,14,14,6,7,12,11,4,4,4,2,0,0,Ничья,Ничья
Сезон 18/19,Eibar,Alaves,2,1,H,23,9,8,3,11,7,13,1,4,0,1,1,Eibar,Alaves
Сезон 18/19,Sociedad,Sevilla,0,0,D,10,8,1,1,8,17,7,7,1,3,0,0,Ничья,Ничья
Сезон 18/19,Villarreal,Levante,1,1,D,23,13,4,2,14,10,5,4,3,3,0,0,Ничья,Ничья
Сезон 18/19,Espanol,Ath Bilbao,1,0,H,8,10,3,2,15,13,2,1,1,3,0,0,Espanol,Ath Bilbao
